Facility_id Product_id "District Name"
"EMSIZINI HEALTH CENTRE" "MALE CONDOMS" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA NORTH"
"EMSIZINI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA NORTH"
"ENDINDENI HEALTH CENTRE" "CALCIUM GLUCONATE 10%" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "CALCIUM GLUCONATE 10%, 10ML" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "COPPER CONTAINING IUCD" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "FEMALE CONDOMS" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "FEMALE CONDOMS , EACH" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" JADELLE(IMPLANT) "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "MALE CONDOMS" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA SOUTH"
"ENDINDENI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA SOUTH"
"ENGUCWINI HEALTH CENTRE" "COPPER CONTAINING IUCD" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "FEMALE CONDOMS" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "FEMALE CONDOMS , EACH" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" JADELLE(IMPLANT) "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MALE CONDOMS" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA NORTH"
"ENGUCWINI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "COPPER CONTAINING IUCD" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "FEMALE CONDOMS" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" JADELLE(IMPLANT) "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "MALE CONDOMS" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA NORTH"
"ENUKWENI HEALTH CENTRE" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "FEMALE CONDOMS" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "MALE CONDOMS" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "MALE CONDOMS,EACH" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA NORTH"
"ENUKWENI MISSION HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA NORTH"
"ESCOM CLINIC MZUZU" "MISOPROSTOL 200 MCG, TABLETS" "MZIMBA NORTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "CALCIUM GLUCONATE 10%" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "CALCIUM GLUCONATE 10%, 10ML" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "COPPER CONTAINING IUCD" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "COPPER CONTAINING IUCD (COPPER T)" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "FEMALE CONDOMS" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "FEMALE CONDOMS , EACH" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" JADELLE(IMPLANT) "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MAGNESIUM SULPHATE 50%, 2ML AMPOULE" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MALE CONDOMS" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MALE CONDOMS,EACH" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "OXYTOCIN 10 IU/ML, 1ML" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "OXYTOCIN 10 IU/ML, 1ML,AMPOULE" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (H" "MZIMBA SOUTH"
"EUTHINI RURAL/ COMMUNITY HOSPITAL" "PREGNANCY TEST KIT (HUMAN - CHORIONIC GONADOTROPHIN (HCG)" "MZIMBA SOUTH"
"EVA DEMAYA CENTRE CLINIC" "FEMALE CONDOMS" RUMPHI
"EVA DEMAYA CENTRE CLINIC" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" RUMPHI
"EVA DEMAYA CENTRE CLINIC" "MALE CONDOMS" RUMPHI
"EVA DEMAYA CENTRE CLINIC" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" RUMPHI
"EVA DEMAYA CENTRE CLINIC" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" RUMPHI
"EVA DEMAYA CENTRE CLINIC" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" RUMPHI
"EVA DEMAYA CENTRE CLINIC" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" RUMPHI
"EXTENDING HOPE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" NTCHEU
"EXTENDING HOPE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" NTCHEU
"EXTENDING HOPE" "MALE CONDOMS" NTCHEU
"EXTENDING HOPE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" NTCHEU
"EXTENDING HOPE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" NTCHEU
"EXTENDING HOPE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" NTCHEU
"FANUEL HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" MCHINJI
"FANUEL HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" MCHINJI
"FANUEL HEALTH CENTRE" "FEMALE CONDOMS" MCHINJI
"FANUEL HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," MCHINJI
"FANUEL HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" MCHINJI
"FANUEL HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" MCHINJI
"FANUEL HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" MCHINJI
"FANUEL HEALTH CENTRE" "MALE CONDOMS" MCHINJI
"FANUEL HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" MCHINJI
"FANUEL HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" MCHINJI
"FANUEL HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" MCHINJI
"FANUEL HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" MCHINJI
"FIDELITY PRIVATE CLINIC" "FEMALE CONDOMS" LILONGWE
"FIDELITY PRIVATE CLINIC" "FEMALE CONDOMS , EACH" LILONGWE
"FIDELITY PRIVATE CLINIC" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," LILONGWE
"FIDELITY PRIVATE CLINIC" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" LILONGWE
"FIDELITY PRIVATE CLINIC" JADELLE(IMPLANT) LILONGWE
"FIDELITY PRIVATE CLINIC" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" LILONGWE
"FIDELITY PRIVATE CLINIC" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" LILONGWE
"FIDELITY PRIVATE CLINIC" "MALE CONDOMS" LILONGWE
"FIDELITY PRIVATE CLINIC" "MALE CONDOMS,EACH" LILONGWE
"FIDELITY PRIVATE CLINIC" "MEDROXYPROGESTERONE ACETATE INJECTION, 150MG/ML - DEPO-PROVERA" LILONGWE
"FIDELITY PRIVATE CLINIC" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" LILONGWE
"FIDELITY PRIVATE CLINIC" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS" LILONGWE
"FIDELITY PRIVATE CLINIC" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" LILONGWE
"FIDELITY PRIVATE CLINIC" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" LILONGWE
"FIDELITY PRIVATE CLINIC" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" LILONGWE
"FPAM CLINIC NTCHEU" "COPPER CONTAINING IUCD (COPPER T)" NTCHEU
"FPAM CLINIC NTCHEU" "FEMALE CONDOMS" NTCHEU
"FPAM CLINIC NTCHEU" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," NTCHEU
"FPAM CLINIC NTCHEU" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" NTCHEU
"FPAM CLINIC NTCHEU" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" NTCHEU
"FPAM CLINIC NTCHEU" "MALE CONDOMS" NTCHEU
"FPAM CLINIC NTCHEU" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" NTCHEU
"FPAM CLINIC NTCHEU" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" NTCHEU
"FPAM CLINIC NTCHEU" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" NTCHEU
"FPAM NGO HEALTH CENTRE" "COPPER CONTAINING IUCD" LILONGWE
"FPAM NGO HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" LILONGWE
"FPAM NGO HEALTH CENTRE" "FEMALE CONDOMS" LILONGWE
"FPAM NGO HEALTH CENTRE" "FEMALE CONDOMS , EACH" LILONGWE
"FPAM NGO HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," LILONGWE
"FPAM NGO HEALTH CENTRE" "JADELLE( LEVONORGESTREL  75MG/ROD),2ROD IMPLANT,5  YEAR EFFICACY" LILONGWE
"FPAM NGO HEALTH CENTRE" JADELLE(IMPLANT) LILONGWE
"FPAM NGO HEALTH CENTRE" "LEVONORGESTREL (0.75MG, 2 TAB) OR (1.5MG, 1 TAB) PACK - EMERGENCY PILL" LILONGWE
"FPAM NGO HEALTH CENTRE" "LEVOPLANT (LEVONOGETREL75MG/ROD),2ROD IMPLANT,3 YEAR EFFICACY" LILONGWE
"FPAM NGO HEALTH CENTRE" "MALE CONDOMS" LILONGWE
"FPAM NGO HEALTH CENTRE" "MALE CONDOMS,EACH" LILONGWE
"FPAM NGO HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE INTRAMUSCULAR INJECTION, 150MG/ML E.G DEPO PROVERA/TRICLOFEM, VIAL" LILONGWE
"FPAM NGO HEALTH CENTRE" "MEDROXYPROGESTERONE ACETATE,SUBCUTANEOUS INJECTION, 104MG/0.65ML E.G  SAYANA PRESS,VIAL" LILONGWE
"FPAM NGO HEALTH CENTRE" "ORAL CONTRACEPTIVE TABLETS - LEVONOGESTREL ONLY 0.3MG (MICROLUT)" LILONGWE
"FPAM NGO HEALTH CENTRE" "ORAL CONTRACEPTIVE, COMBINED LOW OESTROGEN (MICROGYNON) ETHINYLESTRADIOL 0.03MG + LEVONORGESTREL 0.15MG" LILONGWE
"FPAM NGO HEALTH CENTRE" "PREGNANCY SLIDE TEST KIT (HUMAN-CHORIONIC GONADOTROPHIN) HCG" LILONGWE
"FRANSISCO PALAU RURAL HOSPITAL (MTENGOWANTHENGA) AND DREAM PROJECT" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" DOWA
"FULIRWA HEALTH CENTRE" "COPPER CONTAINING IUCD" KARONGA
"FULIRWA HEALTH CENTRE" "COPPER CONTAINING IUCD (COPPER T)" KARONGA
"FULIRWA HEALTH CENTRE" "DEXAMETHASONE INJECTION 5MG/2ML,2ML" KARONGA
"FULIRWA HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD" KARONGA
"FULIRWA HEALTH CENTRE" "IMPLANON (ETONOGESTREL 68MG),IMPLANT,1 ROD," KARONGA
